sent_id,verb_i,speaker_name,sd,position,s1_i,s2_i,s1,s2,s1_i_np,s1_np,s1_lemma,s1_freq,s1_type,s1_animacy,s1_len,v_lemma,v_freq,v_type,adjacency,intervening_clitics,finite_v_i,finite_v_lemma,dist_v2s,polarity,polarity_item,polarity_position,clause,cg,v,cd
68333,3,margot,sd,left,1,2,Elise,elle,1,Elise,elise,12,PROPN,verify,1,savoir,3893,,yes,,3,savoir,1,negative ne omission,pas,post,main,Et Elise elle,sait,pas trancher mais je lui ai dit en franchise tu es une tapette@s .
68447,2,margot,sd,left,0,1,Mehdi,c',0,Mehdi,mehdi,10,PROPN,verify,1,être,35164,copular,yes,,2,être,1,affirmative,na,,main,Mehdi c',est,c' est c- c' est ce qu' il adore chez moi mes mollets et mes cheveux blancs .
68460,2,daniel,sd,left,0,1,Morguini,elle,0,Morguini,morguini,12,PROPN,verify,1,tuer,77,,yes,,2,tuer,1,affirmative,na,,main,Morguini elle,tue,elle tue le système .
68469,13,daniel,sd,left,11,12,Margot,elle,11,Margot,margot,12,PROPN,verify,1,faire,6716,,yes,,13,faire,1,affirmative,na,,main,A un événement je vais l' appeler je vais dire eh Margot elle,fait,tin tin tin tin tin .
68513,27,aristide,no_sd,na,25,,autres,,23-25,toutes les autres,autre,446,tout,hai,3,avoir,22537,copular,no,l',27,avoir,2,affirmative,na,,main,Comment elle était sapée@s enfin elle avait pas spécialement les tu sais elle avait pas mis de pull à capuche et tout et toutes les autres l',avaient,.
68547,4,daniel,sd,left,2,3,autres,c',1-2,les autres,autre,446,definite,hai,2,être,35164,copular,yes,,4,être,1,affirmative,na,,main,Ouais les autres c',est,des c' est des c' est .
68555,8,daniel,sd,left,1,7,celle,c',,,celui,416,"celui,relative",verify,6,être,35164,copular,yes,,8,être,6,affirmative,na,,main,Moi celle que j' ai kiffée@s aussi c',est,celle qui est au sol elle dansait .
68560,9,aristide,sd,left,7,8,vidéo,elle,6-7,la vidéo,vidéo,45,definite,inanimate,2,durer,18,,yes,,9,durer,1,affirmative,na,,main,Ouais je me rappelle plus hein la vidéo elle,dure,neuf minutes je m' en rappelle plus .
68617,5,aristide,sd,left,2,3,prix,ils,1-2,les prix,prix,14,definite,inanimate,2,multiplier,1,,yes,,4,être,1,affirmative,na,,main,Ouais les prix ils sont,multipliés,par dix et en fait ça reste une fête quoi il y a eu des fêtes gratuites où je je me suis beaucoup plus éclaté@s que .
68684,3,margot,no_sd,na,2,,passeports,,1-2,les passeports,passeport,13,definite,inanimate,2,valoir,38,,yes,,3,valoir,1,affirmative,na,,main,Et les passeports,valent,cent euros pièce .
68699,14,daniel,sd,left,12,13,baraque,c',11-12,la baraque,baraque,5,definite,inanimate,2,être,35164,copular,yes,,14,être,1,affirmative,na,,completive,Que pour toi Constantin tu sois impressionné c' est que vraiment la baraque c',était,un truc de ouf@s parce que sa baraque déjà elle est trop stylée .
68699,25,daniel,sd,left,22,24,baraque,elle,21-22,sa baraque,baraque,5,possessive,inanimate,2,être,35164,copular,yes,,25,être,2,affirmative,na,,circumstantial,Que pour toi Constantin tu sois impressionné c' est que vraiment la baraque c' était un truc de ouf@s parce que sa baraque déjà elle,est,trop stylée .
68727,4,daniel,sd,left,2,3,daron,il,1-2,le daron,daron,163,definite,human,2,savoir,3893,,yes,,4,savoir,1,negative ne omission,pas,post,main,Carrément le daron il,savait,même pas qu' il partait le lendemain .
68744,29,daniel,no_sd,na,27,,tout,,27,tout,tout,1627,tout,inanimate,1,dérégler,4,,yes,,28,être,1,affirmative,na,,main,Ca va il y a eu deux générations le père super carré et lui qui faisait un peu de techno et tu sais la techno tu sais tout est,déréglé,.
68759,11,daniel,sd,left,7,8,son,il,6-7,le son,son,63,definite,inanimate,2,dérégler,4,,yes,,9,être,1,affirmative,na,,main,Parce qu' en plus de ça le son il était complètement,déréglé,bon son new style@s
68797,3,daniel,sd,left,0,1,Alahssan,il,0,Alahssan,alahssan,3,PROPN,verify,1,sortir,562,unaccusative,yes,,2,avoir,1,affirmative,na,,main,Alahssan il a,sorti,son album .
68812,10,daniel,sd,left,2,8,gars,il,1-2,mon gars,gars,186,"definite,relative",human,7,mettre,1078,pronominal,no,me,10,mettre,7,affirmative,na,,main,Mm mon gars là qui gère la chicha il me,met,à table avec un mec@s .
68852,3,daniel,sd,left,0,1,KDB,il,0,KDB,kdb,5,PROPN,verify,1,traumatiser,8,,yes,,2,être,1,affirmative,na,,main,KDB il était,traumatisé,.
68865,5,margot,no_sd,na,4,,tout,,4,tout,tout,1627,tout,inanimate,1,aller,6473,,yes,,5,aller,1,affirmative,na,,main,Hum hum jusqu' ici tout,va,bien .
68875,3,daniel,sd,left,1,2,clowns,ce,0-1,Les clowns,clown,4,definite,inanimate,2,être,35164,copular,yes,,3,être,1,affirmative,na,,main,Les clowns ce,sont,les plus malins .
68899,36,daniel,sd,left,32,33,gars,ils,31-32,les gars,gars,186,definite,human,2,traumatiser,8,,yes,,34,être,1,affirmative,na,,main,Ah ouais et du coup j' étais obligé d' intervenir pour alimenter la sé- la série le gars qui sort de je ne sais pas d' où et son bon délire les gars ils étaient tous,traumatisés,.
68915,12,margot,sd,left,3,11,coup,c',2-3,le coup,coup,737,definite,verify,10,être,35164,copular,yes,,12,être,8,affirmative,na,,main,Hum déjà le coup de la glace avec les autres là c',était,bon c' était drôle .
68939,7,margot,sd,left,4,5,gens,ils,3-4,les gens,gens,914,definite,human,2,regarder,649,,no,te,7,regarder,2,affirmative,na,,circumstantial,Non parce que les gens ils te,regardent,et en fait .
68943,4,daniel,sd,left,2,3,PTT,c',2,PTT,ptt,1,PROPN,verify,1,être,35164,copular,yes,,4,être,1,affirmative,na,,main,Non euh PTT c',est,la Poste euh oh .
68946,7,daniel,sd,left,5,6,Chiquito,il,3-5,un vrai Chiquito,chiquito,2,indefinite,verify,3,être,35164,copular,yes,,7,être,1,affirmative,na,,main,Et vé- euh un vrai Chiquito il,était,libéro en plus .
68947,4,aristide,sd,left,2,3,Chiquito,il,2,Chiquito,chiquito,2,PROPN,verify,1,être,35164,copular,yes,,4,être,1,affirmative,na,,main,Non mais Chiquito il,est,peut être là .
69009,6,daniel,sd,left,4,5,mecs@s,ils,3-4,les mecs@s,mec,511,definite,human,2,être,35164,copular,yes,,6,être,1,affirmative,na,,main,Non trop loin les mecs@s ils,sont,trop fous .
69020,14,daniel,sd,left,12,13,prof,il,11-12,le prof,prof,320,definite,human,2,venir,1338,unaccusative,yes,,14,venir,1,affirmative,na,,circumstantial,Eh il est trop eh il est trop rapace yo quand le prof il,vient,danser oh oh oh c' est le dawa@s il est street@s et il est il est trop street@s .
69026,23,daniel,sd,left,21,22,gens,ils,20-21,les gens,gens,914,definite,human,2,savoir,3893,,yes,,23,savoir,1,affirmative,na,,completive,Tu sais c' est le genre de spectacle c' est ce genre de spectacle qu' il faut publier faut que les gens ils,savent,c' est quoi la racine tu vois vraiment avec peu de choses tout ce qu' on peut faire .
69157,5,margot,sd,left,3,4,rap,c',2-3,le rap,rap,208,definite,inanimate,2,être,35164,copular,yes,,5,être,1,affirmative,na,,main,Parce que le rap c',est,quand même l' une des dernières meilleures inventions dans enfin en parole je parle tu vois .
69164,3,margot,sd,left,1,2,problème,c',0-1,Le problème,problème,266,definite,inanimate,2,être,35164,copular,yes,,3,être,1,affirmative,na,,main,Le problème c',est,que les trois quarts mis à part xxx c' est la merde dans la vie euh .
69165,5,daniel,sd,left,3,4,problème,c',2-3,le problème,problème,266,definite,inanimate,2,être,35164,copular,yes,,5,être,1,affirmative,na,,main,Non mais le problème c',est,que si tu écoutes Skyrock ou les grosses générales c' est sûr que tu écouteras ce vieux rap tu vois .
69169,6,margot,no_sd,na,5,,tous,,5,tous,tout,1627,tout,human,1,être,35164,copular,yes,,6,être,1,affirmative,na,,completive,Après je dis pas que tous,sont,comme ça mais le problème c' est tous les trucs commerciaux c' est ça .
69169,13,margot,sd,left,11,12,problème,c',10-11,le problème,problème,266,definite,inanimate,2,être,35164,copular,yes,,13,être,1,affirmative,na,,main,Après je dis pas que tous sont comme ça mais le problème c',est,tous les trucs commerciaux c' est ça .
69219,3,daniel,no_sd,na,1,,personne,,1,personne,personne(p),80,personne,human,1,inviter,30,,no,l',3,inviter,2,negative ne omission,personne,suj,main,Et personne l',invitait,à danser tu vois et .
69261,2,aristide,sd,left,0,1,Marine,elle,0,Marine,marine,12,PROPN,hi,1,habiter,344,,yes,,2,habiter,1,affirmative,na,,interrogative,Marine elle,habite,toujours ici de - enfin les parents ?
69304,23,margot,sd,left,21,22,vélo,c',20-21,mon vélo,vélo,30,possessive,inanimate,2,être,35164,copular,yes,,23,être,1,affirmative,na,,completive,Non mais parce qu' en plus il faut préciser que que le premier jour que j' ai pris le vélo mon vélo c',est,un vélo neuf et en plus la selle elle a été taillée dans le béton c'est-à-dire qu' ils ont pris un rocher et ils en ont fait une selle tu vois x j' avais des mais un bleu au coccyx x laisse tomber .
69304,35,margot,sd,left,31,32,selle,elle,30-31,la selle,selle,3,definite,inanimate,2,tailler,12,,yes,,33,avoir,1,affirmative,na,,main,Non mais parce qu' en plus il faut préciser que que le premier jour que j' ai pris le vélo mon vélo c' est un vélo neuf et en plus la selle elle a été,taillée,dans le béton c'est-à-dire qu' ils ont pris un rocher et ils en ont fait une selle tu vois x j' avais des mais un bleu au coccyx x laisse tomber .
69328,32,margot,sd,left,25,30,vélo,ça,24-25,le vélo,vélo,30,definite,inanimate,2,oublier,141,pronominal,no,s',32,oublier,6,negative ne omission,pas,post,completive,Non mais j' étais fière de moi après mais j' avoue que la première semaine j' ai dérouillé@s sévère oh la vache parce que le vélo c' est clair que ça s',oublie,pas .
69339,10,margot,no_sd,na,8,,vélo,,7-8,le vélo,vélo,30,definite,inanimate,2,faire,6716,,no,ne,10,faire,2,ne que,na,,completive,Non mais surtout que les premiers jours le vélo ne,faisait,que de dérailler .
69388,4,youssef,sd,left,2,3,maladies,c',1-2,des maladies,maladie,5,indefinite,inanimate,2,être,35164,copular,yes,,4,être,1,affirmative,na,,main,Et des maladies c',est,là .
69504,24,youssef,sd,left,20,21,copine,elle,19-20,ma copine,copine,158,possessive,human,2,prendre,823,,no,l',23,avoir,2,affirmative,na,,main,Tu connais Snapchat ben c' est sur Snapchat et je l' ai mise sur mon histoire dans Snapchat et ma copine elle l' a,prise,dessus et le soir je voulais lui envoyer je lui ai dit tiens j' ai une photo pour toi puis je l' ai envoyée elle m' a dit non mais je l' ai déjà pris .
69533,10,youssef,sd,left,0,9,Ceux,ils,,,celui,416,"celui,relative",verify,9,pouvoir,1803,modal,yes,,10,pouvoir,9,affirmative,na,,main,Ceux que tu as dans tes amis sur Snap@s ils,peuvent,les prendre.
69581,5,nawal,no_sd,na,2,,copine,,1-2,ma copine,copine,158,possessive,human,2,acheter,136,,no,l',4,avoir,2,affirmative,na,,main,Ouais ma copine l' a,acheté,euh .
69621,7,youssef,sd,left,2,6,repères,c',1-2,les repères,repère,9,"definite,relative",verify,5,être,35164,copular,yes,,7,être,4,affirmative,na,,main,Ah les repères que j' ai c',est,la boulangerie .
69652,5,youssef,sd,left,3,4,Kabyle,il,2-3,le Kabyle,kabyle,41,definite,hi,2,rester,452,,yes,,5,rester,1,affirmative,na,,main,Euh non le Kabyle il,reste,là pour essayer de il travaille lui il travaille il fait une alternance .
69692,21,youssef,sd,left,19,20,franchise,c',18-19,la franchise,franchise,3,definite,inanimate,2,être,35164,copular,yes,,21,être,1,affirmative,na,,main,Il est rentré dans un mec@s il était en tort et tout ça ça veut dire maintenant euh la franchise c',est,lui il devait la payer parce que c' est lui qui était une tort c' est pas le p- la société qui va payer sa gaffe@s .
69712,7,youssef,sd,left,3,4,mec@s,il,2-3,le mec@s,mec,511,definite,human,2,regarder,649,,no,l',6,avoir,2,affirmative,na,,main,Parce que le mec@s il l' a,regardé,crari@s euh bataille de regard .
69716,38,youssef,sd,left,35,36,mec@s,il,34-35,le mec@s,mec,511,definite,human,2,connaître,994,,no,le,38,connaître,2,negative ne omission,pas,post,main,Alors que rien à foutre@s du mec@s hein on le connait pas il le connait pas on s' en on se connait pas on s' en fout@s complètement et en plus au au final le mec@s il le,connaissait,pas et il est même pas il est parti le voir euh moi personnellement il me regarde je le regarde je suis en scooter je fais un accident je viens le v- je vais le voir je vais l' embrouiller@s je vais je vais m' embrouiller@s avec lui parce que à cause de lui j' ai fait un accident .
69769,27,youssef,sd,left,25,26,cités,elles,,,cité,444,beaucoup,inanimate,5,être,35164,copular,yes,,27,être,1,negative ne omission,pas,post,main,Ouais j' habite dans une cité il y a beaucoup de cités d- il y a beaucoup de cités dans Paris beaucoup beaucoup beaucoup de cités elles,sont,pas bien sûr dans le vingtième aussi dans dans chaque arrondissement il y a très peu bon il y a deux deux troix arrondissements où il y a pas de cités .
69785,7,youssef,sd,left,5,6,quartier,c',4-5,mon quartier,quartier,343,possessive,inanimate,2,être,35164,copular,yes,,7,être,1,affirmative,na,,main,Ouais ben en fait mon quartier c',est,c' est les limites de la banlieue c' est c' est mon quartier il y a une rue qui sépare le vingtième et le quatre-vingt-treize .
69795,23,youssef,sd,left,21,22,cité,elle,20-21,la cité,cité,444,definite,inanimate,2,être,35164,copular,yes,,23,être,1,affirmative,na,,completive,A l' époque entre les les histoires de les les clans de les histoires de clans des territoires fallait que la cité elle,soit,grande euh il y avait beaucoup d' histoires ils laissaient personne fallait pas et euh tu pouvais pas agresser des gens dans cette zone il y avait que eux qui avaient le droit d' agresser les gens .
69816,31,youssef,sd,left,29,30,microbes,c',27-29,les petits microbes,microbe,3,definite,hi,3,être,35164,copular,yes,,31,être,1,affirmative,na,,main,Non là ça s' est calmé après voilà on a toujours des petits microbes il y a toujours des petits des petits microbes c' est les petits les petits microbes c',est,les petits parce que euh les petits de maintenant euh moi j' ai vu dans mon quartier .
69821,74,youssef,no_sd,na,70,,scooter,,69-70,le scooter,scooter,11,definite,inanimate,2,vouloir,2285,modal,no,n',72,avoir,2,negative ne retention,pas,pre,main,Euh six petits plus petits que mon petit frère hein sachant qu' il a quatorze ans j' ai vu des petits de dix douze ans six petits de dix douze ans agresser un mec@s sur son scooter il était en train de rouler il y en a un qui s' est mis en plein milieu de la route il a fait son lacet en plein milieu de la route le scooter n' a pas,voulu,euh il va pas dévier il s' arrête il freine il freine il freine il freine il s- il freine juste à temps il il touche pas le petit hein le petit il a fini de faire son lacet .
69837,15,nawal,no_sd,na,9,,langage,,8-9,le langage,langage,429,definite,inanimate,6,changer,305,,yes,,14,avoir,5,affirmative,na,,completive,Et par rapport à avant tu penses que le langage euh de la cité a,changé,ou pas ?
69844,106,youssef,no_sd(disfluency),na,105,,coin,,102-105,chaque euh chaque coin,coin,46,chaque,inanimate,4,avoir,22537,copular,yes,,106,avoir,1,affirmative,na,,circumstantial,T- par exemple tu vas à l' école à l' école tu vas pas te retrouver tu es au lycée tu te retrouves pas que dans ton dans ton lycée tu te retrouves pas dans ton quartier avec que des mecs@s de ton quartier tu vas te retrouver avec un mec@s du treizième tu vas te retrouver avec un mec@s du quatorzième il y en a qui vient du quatre-vingt-treize l' autre qui vient du Clichy l' autre qui vient du neuf quatre donc tu vas croiser plein de têtes et ça ça t' amène à entendre de nouveaux langages parce que chaque euh chaque coin,a,son.
69848,2,youssef,no_sd,na,1,,coin,,0-1,Chaque coin,coin,46,chaque,inanimate,2,avoir,22537,copular,yes,,2,avoir,1,affirmative,na,,main,Chaque coin,a,son dialecte on va dire .
69899,1,youssef,no_sd,na,0,,Tout,,0,Tout,tout,1627,tout,inanimate,1,vouloir,2285,modal,yes,,1,vouloir,1,affirmative,na,,main,Tout,veut,dire la même chose .
69946,15,youssef,no_sd,na,13,,monde,,11-13,tout le monde,monde,637,tout,human,1,savoir,3893,,no,le,15,savoir,2,affirmative,na,,main,Parce que tu peux avoir moi par exemple dans la restauration tout le monde le,sait,la restauration c' est super relou@s niveau clientèle parce que les clients tu as des clients qui sont très exigeants .
69946,19,youssef,sd,left,17,18,restauration,c',16-17,la restauration,restauration,5,definite,inanimate,7,être,35164,copular,yes,,19,être,1,affirmative,na,,main,Parce que tu peux avoir moi par exemple dans la restauration tout le monde le sait la restauration c',est,super relou@s niveau clientèle parce que les clients tu as des clients qui sont très exigeants .
69999,23,youssef,sd,left,21,22,babtous@s,ils,20-21,les babtous@s,babtous,11,definite,verify,2,jurer,189,,yes,,23,jurer,1,affirmative,na,,main,Euh non beur@s feuj@s renoi@s euh tout de tout euh je je connais beaucoup de gens même bab- eh même les babtous@s ils,jurent,wallah@s au jour d' aujourd'hui .
70008,3,youssef,no_sd,na,2,,babtous@s,,1-2,les babtous@s,babtous,11,definite,verify,2,jurer,189,,yes,,3,jurer,1,affirmative,na,,main,Même les babtous@s,jurent,wallah@ au jour d' aujourd'hui .
70032,3,youssef,sd,left,1,2,pakpaks@s,c',0-1,Les pakpaks@s,pakpaks,6,definite,verify,2,être,35164,copular,yes,,3,être,1,affirmative,na,,main,Les pakpaks@s c',est,les poundés@s .
70066,3,nawal,sd,left,1,2,pauvre,c',0-1,Le pauvre,pauvre,29,definite,human,2,être,35164,copular,yes,,3,être,1,affirmative,na,,main,Le pauvre c',est,pour ça qu' ils se fâchent .
70077,7,nawal,no_sd,na,5,,Idris,,,,idris,15,PROPN,verify,3,énerver,122,pronominal,no,s',7,énerver,2,affirmative,na,,circumstantial,Ouais surtout quand te - Idris s',énerve,mais Idris la dernière fois quand il t- il t' a enervé euh euh quand il est venu chez euh chez Hamsa tu lui as parlé en langage de jeunes avec Idris tu as parlé x .
70108,4,youssef,sd,left,2,3,chkai@s,c',1-2,la chkai@s,chkai,7,definite,verify,2,être,35164,copular,yes,,4,être,1,affirmative,na,,main,Ouais la chkai@s c',est,la dent .
70116,3,youssef,sd,left,1,2,chicots@s,c',0-1,Les chicots@s,chicots,6,definite,verify,2,être,35164,copular,yes,,3,être,1,affirmative,na,,main,Les chicots@s c',est,les dents .
70123,3,nawal,sd,left,1,2,chicots@s,c',0-1,Les chicots@s,chicots,6,definite,verify,2,être,35164,copular,yes,,3,être,1,affirmative,na,,main,Les chicots@s c',est,les dents .
70125,4,youssef,sd,left,2,3,chicots@s,c',1-2,les chicots@s,chicots,6,definite,verify,2,être,35164,copular,yes,,4,être,1,affirmative,na,,main,Mh les chicots@s c',est,les dents la chkai@s c' est les dents la dent une chkai@s c' est une dent .
70125,10,youssef,sd,left,8,9,chkai@s,c',7-8,la chkai@s,chkai,7,definite,verify,2,être,35164,copular,yes,,10,être,1,affirmative,na,,main,Mh les chicots@s c' est les dents la chkai@s c',est,les dents la dent une chkai@s c' est une dent .
70125,18,youssef,sd,left,16,17,chkai@s,c',15-16,une chkai@s,chkai,7,indefinite,verify,2,être,35164,copular,yes,,18,être,1,affirmative,na,,main,Mh les chicots@s c' est les dents la chkai@s c' est les dents la dent une chkai@s c',est,une dent .
70197,43,youssef,sd,left,41,42,mec@s,il,40-41,le mec@s,mec,511,definite,human,2,avoir,22537,copular,yes,,43,avoir,1,affirmative,na,,completive,Tu auras toujours un fond de coeur tu peux pas avoir un coeur de pierre donc en soi ça sert à rien de toujours faire le bonhomme x une meuf@s qui fait le bonhomme c' est super moche@s déjà que le mec@s il,a,besoin de d- un peu de tendresse si si la meuf@s elle est bonhomme la meuf@s elle se comporte comme un mec@s comment il va avoir de la tendresse le mec@s .
70197,56,youssef,sd,left,54,55,meuf@s,elle,53-54,la meuf@s,meuf,461,definite,human,2,être,35164,copular,yes,,56,être,1,affirmative,na,,circumstantial,Tu auras toujours un fond de coeur tu peux pas avoir un coeur de pierre donc en soi ça sert à rien de toujours faire le bonhomme x une meuf@s qui fait le bonhomme c' est super moche@s déjà que le mec@s il a besoin de d- un peu de tendresse si si la meuf@s elle,est,bonhomme la meuf@s elle se comporte comme un mec@s comment il va avoir de la tendresse le mec@s .
70197,62,youssef,sd,left,59,60,meuf@s,elle,58-59,la meuf@s,meuf,461,definite,human,2,comporter,6,pronominal,no,se,62,comporter,2,affirmative,na,,circumstantial,Tu auras toujours un fond de coeur tu peux pas avoir un coeur de pierre donc en soi ça sert à rien de toujours faire le bonhomme x une meuf@s qui fait le bonhomme c' est super moche@s déjà que le mec@s il a besoin de d- un peu de tendresse si si la meuf@s elle est bonhomme la meuf@s elle se,comporte,comme un mec@s comment il va avoir de la tendresse le mec@s .
70229,2,youssef,sd,left,0,1,Gober@s,c',0,Gober@s,gober,1,PROPN,verify,1,être,35164,copular,yes,,2,être,1,affirmative,na,,main,Gober@s c',est,ça elle friment elles friment trop tu sais tu sais que tu es une meuf@s n' abuse pas c' est tu sais qu' un mec@s il frappe pas une meuf@s mais ne va pas chercher jusqu' au bout .
70229,29,youssef,sd,left,27,28,mec@s,il,26-27,un mec@s,mec,511,indefinite,human,2,frapper,60,,yes,,29,frapper,1,negative ne omission,pas,post,completive,Gober@s c' est ça elle friment elles friment trop tu sais tu sais que tu es une meuf@s n' abuse pas c' est tu sais qu' un mec@s il,frappe,pas une meuf@s mais ne va pas chercher jusqu' au bout .
70252,30,youssef,sd,left,24,28,mec@s,il,23-24,le mec@s,mec,511,definite,human,2,devenir,134,,yes,,29,être,4,affirmative,na,,main,Elle l' insulte lui sa mère son grand-père sa grand-mère et sa soeur tout le monde elle a insulté tout le monde bah le mec@s à un moment il est,devenu,fou il est devenu fou même si il avait des sentiments et tout ça après voilà n' importe quel mec@s il a un bout de fierté .
70308,18,nawal,no_sd,na,16,,mecs@s,,14-16,tous les mecs@s,mec,511,tout,human,3,aller,6473,,yes,,18,aller,2,affirmative,na,,main,Parce que le fait d' être une fille euh féminine dans une cité ben tous les mecs@s euh,vont,en fait euh .
70313,9,youssef,sd,left,7,8,fille,elle,6-7,la fille,fille,486,definite,human,2,avoir,22537,copular,yes,,9,avoir,1,affirmative,na,,circumstantial,Après voilà regarde si par exemple la fille elle,a,des grands frères .
70316,28,youssef,no_sd,na,26,,monde,,24-26,tout le monde,monde,637,tout,human,3,connaître,994,,no,les,28,connaître,2,affirmative,na,,main,Par respect pour ses grands frères elle va pas s' habiller n' importe comment si grand frère est x dans le quartier c' est tout le monde les,connait,même les potes@s déjà ils vont pas se permettre tu vois si elle a un grand frère .
70338,22,youssef,sd,left,20,21,meuf@s,elle,19-20,ma meuf@s,meuf,461,possessive,human,2,habiter,344,,yes,,22,habiter,1,affirmative,na,,main,Non mais voilà après voilà mais c' est pas compliqué d' être une fille féminine dans une cité moi ma meuf@s elle,habite,dans une cité elle est féminine même si elle a parfois son caractère de bonhomme parce qu' elle se laisse pas faire c' est une meuf@s qui se laisse pas marcher dessus .
70372,2,youssef,sd,left,0,1,Yanis,c',0,Yanis,yanis,12,PROPN,verify,1,être,35164,copular,yes,,2,être,1,affirmative,na,,main,Yanis c',est,un quatre-vingt-treize .
70408,28,youssef,sd,left,24,27,affinités,elles,23-24,les affinités,affinité,7,definite,inanimate,4,être,35164,copular,yes,,28,être,3,affirmative,na,,completive,Non mais c' est des ouais j' ai déjà suivi j' ai déjà lu des livres sur l' astronomie et je sais que les affinités entre scorpions elles,sont,bonnes mais vu qu' on a un fort caractère .
70429,20,youssef,sd,left,18,19,frère,il,17-18,mon frère,frère,488,possessive,human,2,être,35164,copular,yes,,20,être,1,affirmative,na,,main,Ben ouais après ouais ça dépend la relation peut-être que tu as parce que ben voilà ben mon frère il,est,de scorpion il est lion .
70432,2,youssef,sd,left,0,1,Idris,il,0,Idris,idris,15,PROPN,verify,1,être,35164,copular,yes,,2,être,1,affirmative,na,,main,Idris il,est,lion et Lamya elle est lion .
70432,7,youssef,sd,left,5,6,Lamya,elle,5,Lamya,lamya,1,PROPN,verify,1,être,35164,copular,yes,,7,être,1,affirmative,na,,main,Idris il est lion et Lamya elle,est,lion .
70435,9,nawal,sd,left,6,7,Hamsa,elle,6,Hamsa,hamsa,6,PROPN,verify,1,naître,273,unaccusative,yes,,8,être,1,affirmative,na,,main,Hamsa je ne sais pas elle Hamsa elle est,née,le elle est taureau comme Djamal mon frère ils sont gentils taureau très sensibles .
70436,2,youssef,sd,left,0,1,Hamsa,elle,0,Hamsa,hamsa,6,PROPN,verify,1,être,35164,copular,yes,,2,être,1,affirmative,na,,main,Hamsa elle,est,taureau .
70440,2,nawal,sd,left,0,1,Idris,il,0,Idris,idris,15,PROPN,verify,1,être,35164,copular,yes,,2,être,1,affirmative,na,,main,Idris il,est,.
70444,3,youssef,sd,left,1,2,scorpions,ils,0-1,Les scorpions,scorpion,13,definite,hai,2,avoir,22537,copular,yes,,3,avoir,1,affirmative,na,,main,Les scorpions ils,ont,un fort caractère ils ont un bon coeur et ils sont sensibles .
70465,5,youssef,no_sd,na,1,,moment,,0-1,Un moment,moment,344,indefinite,inanimate,4,vouloir,2285,modal,no,ne,5,vouloir,4,negative ne retention,pas,post,main,Un moment de faiblesse ne,veut,pas dire que tu es un faible .
70468,20,youssef,no_sd,na,18,,monde,,16-18,tout le monde,monde,637,tout,human,1,tromper,20,pronominal,no,se,20,tromper,2,affirmative,na,,main,Après ça arrive c' est humain tout le monde euh c' est comme l' erreur hein tout le monde se,trompe,.
70575,4,youssef,sd,left,2,3,amour,ça,1-2,l' amour,amour,25,definite,inanimate,2,rendre,117,,yes,,4,rendre,1,affirmative,na,,main,Et l' amour ça,rend,aveugle donc je la trouve belle .
70663,4,youssef,sd,left,2,3,ans,c',1-2,trois ans,an,832,number,inanimate,2,être,35164,copular,yes,,4,être,1,affirmative,na,,main,Ben trois ans c',est,long .
70682,5,youssef,sd,left,2,4,an,c',1-2,un an,an,832,indefinite,inanimate,3,être,35164,copular,yes,,5,être,2,affirmative,na,,main,Voire un an même c',est,normalement et même le je me quand je m' étais renseigné avec le pote@s à Lorette .
70701,8,youssef,sd,left,6,7,bateau,c',5-6,le bateau,bateau,17,definite,inanimate,2,être,35164,copular,yes,,8,être,1,negative ne omission,pas,post,main,Tu as acheté un bateau le bateau c',est,pas une voiture tu l' achètes sur le bon coin à deux cent ou mille euros .
70725,4,youssef,sd,left,1,3,salaire,il,0-1,Le salaire,salaire,26,definite,inanimate,3,être,35164,copular,yes,,4,être,2,affirmative,na,,main,Le salaire minimum il,est,de deux mille huit cents .
70736,5,nawal,sd,left,3,4,mois,c',2-3,trois mois,mois,210,number,inanimate,2,être,35164,copular,yes,,5,être,1,negative ne omission,pas,post,main,En plus trois mois c',est,pas beaucoup hein .
70738,4,nawal,sd,left,2,3,reste,c',1-2,le reste,reste,49,definite,inanimate,2,être,35164,copular,yes,,4,être,1,affirmative,na,,interrogative,Et le reste c',est,un stage de combien ?
70744,7,youssef,sd,left,1,6,bac,c',0-1,Le bac,bac,134,definite,inanimate,3,être,35164,copular,yes,,7,être,5,affirmative,na,,main,Le bac pro@s en trois ans c',est,c' est en trois ans et tu as vingt-deux semaines de stage .
70771,3,youssef,sd,left,1,2,vie,c',0-1,La vie,vie,398,definite,inanimate,2,être,35164,copular,yes,,3,être,1,affirmative,na,,main,La vie c',est,l' argent .
70774,12,nawal,no_sd,na,10,,argent,,9-10,l' argent,argent,159,definite,inanimate,2,venir,1338,unaccusative,no,ne,12,venir,2,negative ne retention,pas,post,main,x c' est le travail beaucoup plus après travailler l' argent ne,vient,pas .
70781,6,youssef,sd,left,2,5,but,c',1-2,le but,but,23,definite,inanimate,4,être,35164,copular,yes,,6,être,3,affirmative,na,,main,Et le but du travail c',est,l' argent tu travailles pour avoir une rémunération tu offres ton service contre euh de l' argent .
70785,5,nawal,no_sd,na,2,,jeunes,,0-2,Tous les jeunes,jeune,412,definite,human,5,penser,1105,communication,yes,,5,penser,3,affirmative,na,,interrogative,Tous les jeunes du quartier,pensent,comme ça maintenant aujourd'hui ?
